"Tag Code","Event Type Name","Event Site Name","Event Date MMDDYYYY","Event Release Site Name","Event Release Date MMDDYYYY","Event Site Code Value","Event Date Time Value","Antenna ID","Antenna Group Configuration Value","Mark Species Name","Mark Rear Type Name","Event Release Site Code Code","Event Release Date Time Value","CTH Count"
"3DD.0078D46DE6","Observation","GOJ - Little Goose Dam Juvenile","4/28/2024","","","GOJ","4/28/2024 9:06:43 PM","62","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46DE7","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:40:05 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D46DE8","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:42:11 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D46DE9","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:38:09 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D46DEA","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:42:29 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D46DEA","Observation","GRJ - Lower Granite Dam Juvenile","4/15/2024","","","GRJ","4/15/2024 11:16:59 PM","01","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46DEA","Observation","GRJ - Lower Granite Dam Juvenile","4/15/2024","","","GRJ","4/15/2024 11:17:02 PM","02","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46DEA","Observation","GRJ - Lower Granite Dam Juvenile","4/15/2024","","","GRJ","4/15/2024 11:17:04 PM","03","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46DEA","Observation","GRJ - Lower Granite Dam Juvenile","4/15/2024","","","GRJ","4/15/2024 11:17:05 PM","03","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46DEA","Observation","GRJ - Lower Granite Dam Juvenile","4/15/2024","","","GRJ","4/15/2024 11:43:40 PM","B1","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46DEA","Observation","GRJ - Lower Granite Dam Juvenile","4/15/2024","","","GRJ","4/15/2024 11:43:40 PM","B2","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46DEA","Observation","GRJ - Lower Granite Dam Juvenile","4/15/2024","","","GRJ","4/15/2024 11:43:46 PM","11","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46DEA","Observation","GRJ - Lower Granite Dam Juvenile","4/15/2024","","","GRJ","4/15/2024 11:43:46 PM","12","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46DEA","Observation","GRJ - Lower Granite Dam Juvenile","4/15/2024","","","GRJ","4/15/2024 11:43:57 PM","81","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46DEA","Observation","GRJ - Lower Granite Dam Juvenile","4/15/2024","","","GRJ","4/15/2024 11:43:57 PM","82","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46DEA","Observation","MCJ - McNary Dam Juvenile","4/22/2024","","","MCJ","4/22/2024 10:40:35 PM","01","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46DEA","Observation","MCJ - McNary Dam Juvenile","4/22/2024","","","MCJ","4/22/2024 10:40:39 PM","02","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46DEA","Observation","MCJ - McNary Dam Juvenile","4/22/2024","","","MCJ","4/22/2024 10:40:41 PM","03","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46DEA","Observation","MCJ - McNary Dam Juvenile","4/22/2024","","","MCJ","4/22/2024 10:40:44 PM","04","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46DEA","Observation","MCJ - McNary Dam Juvenile","4/22/2024","","","MCJ","4/22/2024 10:40:45 PM","04","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46DEA","Observation","MCJ - McNary Dam Juvenile","4/23/2024","","","MCJ","4/23/2024 9:30:00 AM","B1","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46DEA","Observation","MCJ - McNary Dam Juvenile","4/23/2024","","","MCJ","4/23/2024 9:30:00 AM","B2","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46DEA","Observation","MCJ - McNary Dam Juvenile","4/23/2024","","","MCJ","4/23/2024 9:30:01 AM","B3","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46DEA","Observation","MCJ - McNary Dam Juvenile","4/23/2024","","","MCJ","4/23/2024 9:30:10 AM","B4","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46DEA","Observation","MCJ - McNary Dam Juvenile","4/23/2024","","","MCJ","4/23/2024 9:30:26 AM","D1","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46DEA","Observation","MCJ - McNary Dam Juvenile","4/23/2024","","","MCJ","4/23/2024 9:30:26 AM","D2","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46DEA","Observation","MCJ - McNary Dam Juvenile","4/23/2024","","","MCJ","4/23/2024 9:30:26 AM","D3","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46DEA","Observation","MCJ - McNary Dam Juvenile","4/23/2024","","","MCJ","4/23/2024 9:30:26 AM","D4","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46DEA","Observation","MCJ - McNary Dam Juvenile","4/23/2024","","","MCJ","4/23/2024 9:31:01 AM","81","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46DEA","Observation","MCJ - McNary Dam Juvenile","4/23/2024","","","MCJ","4/23/2024 9:31:02 AM","82","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46DEA","Observation","MCJ - McNary Dam Juvenile","4/23/2024","","","MCJ","4/23/2024 9:31:04 AM","83","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46DEA","Observation","MCJ - McNary Dam Juvenile","4/23/2024","","","MCJ","4/23/2024 9:31:04 AM","84","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46DEA","Observation","MCJ - McNary Dam Juvenile","4/23/2024","","","MCJ","4/23/2024 9:31:06 AM","85","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46DEA","Observation","MCJ - McNary Dam Juvenile","4/23/2024","","","MCJ","4/23/2024 9:31:06 AM","86","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46DEB","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:37:43 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D46DEC","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:41:08 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D46DED","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:31:45 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D46DEE","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:37:59 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D46DEF","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:41:05 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D46DF0","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:37:41 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D46DF0","Observation","ICH - Ice Harbor Dam (Combined)","4/23/2024","","","ICH","4/23/2024 1:53:21 AM","A1","110","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46DF0","Observation","ICH - Ice Harbor Dam (Combined)","4/23/2024","","","ICH","4/23/2024 1:53:24 AM","A2","110","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46DF0","Observation","ICH - Ice Harbor Dam (Combined)","4/23/2024","","","ICH","4/23/2024 1:53:27 AM","A3","110","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46DF0","Observation","ICH - Ice Harbor Dam (Combined)","4/23/2024","","","ICH","4/23/2024 1:53:29 AM","A4","110","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46DF0","Recovery","CRESIS - Crescent Island, Columbia River","8/19/2024","","","CRESIS","8/19/2024 11:00:00 AM","NA","0","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46DF1","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:40:02 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D46DF1","Observation","GRS - Lower Granite Dam Spillway","4/17/2024","","","GRS","4/17/2024 12:38:22 PM","03","100","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46DF1","Observation","GRS - Lower Granite Dam Spillway","4/17/2024","","","GRS","4/17/2024 12:38:22 PM","06","100","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46DF2","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:43:58 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D46DF2","Observation","GRS - Lower Granite Dam Spillway","5/16/2024","","","GRS","5/16/2024 11:58:08 AM","03","100","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46DF3","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:44:57 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D46DF4","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:43:03 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D46DF5","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:38:20 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D46DF6","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:43:08 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D46DF7","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:38:28 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D46DF8","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:31:32 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D46DF9","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:39:59 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D46DF9","Observation","GOJ - Little Goose Dam Juvenile","4/17/2024","","","GOJ","4/17/2024 9:13:34 PM","01","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46DF9","Observation","GOJ - Little Goose Dam Juvenile","4/17/2024","","","GOJ","4/17/2024 9:13:35 PM","01","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46DF9","Observation","GOJ - Little Goose Dam Juvenile","4/17/2024","","","GOJ","4/17/2024 9:13:37 PM","02","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46DF9","Observation","GOJ - Little Goose Dam Juvenile","4/17/2024","","","GOJ","4/17/2024 9:13:40 PM","03","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46DF9","Observation","GOJ - Little Goose Dam Juvenile","4/17/2024","","","GOJ","4/17/2024 9:13:42 PM","04","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46DFA","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:44:39 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D46DFB","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:31:23 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D46DFC","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:38:33 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D46DFD","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:42:27 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D46DFD","Observation","GRS - Lower Granite Dam Spillway","4/16/2024","","","GRS","4/16/2024 3:31:08 PM","04","100","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46DFE","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:38:48 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D46DFF","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:38:42 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D46E00","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:31:08 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D46E01","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:43:24 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D46E01","Observation","GRS - Lower Granite Dam Spillway","5/13/2024","","","GRS","5/13/2024 9:44:00 AM","09","100","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46E01","Observation","GRS - Lower Granite Dam Spillway","5/13/2024","","","GRS","5/13/2024 9:44:01 AM","09","100","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46E02","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:43:51 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D46E03","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:44:30 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D46E04","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:44:26 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D46E05","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:42:08 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D46E06","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:31:10 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D46E07","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:37:45 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D46E08","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:42:56 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D46E09","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:41:40 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D46E0A","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:31:17 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D46E0A","Observation","GRS - Lower Granite Dam Spillway","5/1/2024","","","GRS","5/1/2024 3:46:26 PM","03","100","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46E0A","Observation","GRS - Lower Granite Dam Spillway","5/1/2024","","","GRS","5/1/2024 3:46:26 PM","06","100","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46E0B","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:41:45 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D46E0C","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:43:19 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D46E0C","Observation","GRS - Lower Granite Dam Spillway","4/16/2024","","","GRS","4/16/2024 7:28:34 PM","01","100","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46E0D","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:44:34 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D46E0E","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:42:32 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D46E0F","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:44:44 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D46E0F","Observation","GRS - Lower Granite Dam Spillway","4/16/2024","","","GRS","4/16/2024 6:08:28 AM","03","100","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46E0F","Observation","GRS - Lower Granite Dam Spillway","4/16/2024","","","GRS","4/16/2024 6:08:29 AM","06","100","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46E10","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:31:41 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D46E10","Observation","GRS - Lower Granite Dam Spillway","4/15/2024","","","GRS","4/15/2024 6:24:28 PM","06","100","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46E11","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:38:59 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D46E12","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:42:23 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D46E13","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:43:12 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D46E13","Observation","GRJ - Lower Granite Dam Juvenile","5/17/2024","","","GRJ","5/17/2024 11:26:57 AM","01","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46E13","Observation","GRJ - Lower Granite Dam Juvenile","5/17/2024","","","GRJ","5/17/2024 11:26:59 AM","02","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46E13","Observation","GRJ - Lower Granite Dam Juvenile","5/17/2024","","","GRJ","5/17/2024 11:27:01 AM","03","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46E13","Observation","GRJ - Lower Granite Dam Juvenile","5/17/2024","","","GRJ","5/17/2024 1:59:44 PM","A1","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46E13","Observation","GRJ - Lower Granite Dam Juvenile","5/17/2024","","","GRJ","5/17/2024 1:59:44 PM","A2","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46E13","Observation","GRJ - Lower Granite Dam Juvenile","5/17/2024","","","GRJ","5/17/2024 2:00:10 PM","11","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46E13","Observation","GRJ - Lower Granite Dam Juvenile","5/17/2024","","","GRJ","5/17/2024 2:00:12 PM","12","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46E13","Observation","GRJ - Lower Granite Dam Juvenile","5/17/2024","","","GRJ","5/17/2024 2:00:25 PM","71","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46E13","Observation","GRJ - Lower Granite Dam Juvenile","5/17/2024","","","GRJ","5/17/2024 2:00:26 PM","72","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46E14","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:31:11 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D46E14","Observation","GRS - Lower Granite Dam Spillway","4/17/2024","","","GRS","4/17/2024 12:16:37 PM","06","100","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46E14","Observation","GRS - Lower Granite Dam Spillway","4/17/2024","","","GRS","4/17/2024 12:16:37 PM","09","100","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46E14","Observation","ICH - Ice Harbor Dam (Combined)","4/23/2024","","","ICH","4/23/2024 11:26:27 PM","A1","110","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46E14","Observation","ICH - Ice Harbor Dam (Combined)","4/23/2024","","","ICH","4/23/2024 11:26:29 PM","A2","110","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46E14","Observation","ICH - Ice Harbor Dam (Combined)","4/23/2024","","","ICH","4/23/2024 11:26:32 PM","A3","110","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46E14","Observation","ICH - Ice Harbor Dam (Combined)","4/23/2024","","","ICH","4/23/2024 11:26:34 PM","A4","110","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46E15","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:40:50 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D46E16","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:39:12 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D46E16","Observation","GRJ - Lower Granite Dam Juvenile","4/17/2024","","","GRJ","4/17/2024 9:45:13 PM","01","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46E16","Observation","GRJ - Lower Granite Dam Juvenile","4/17/2024","","","GRJ","4/17/2024 9:45:14 PM","01","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46E16","Observation","GRJ - Lower Granite Dam Juvenile","4/17/2024","","","GRJ","4/17/2024 9:45:16 PM","02","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46E16","Observation","GRJ - Lower Granite Dam Juvenile","4/17/2024","","","GRJ","4/17/2024 9:45:18 PM","03","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46E16","Observation","GRJ - Lower Granite Dam Juvenile","4/18/2024","","","GRJ","4/18/2024 2:28:07 AM","B1","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46E16","Observation","GRJ - Lower Granite Dam Juvenile","4/18/2024","","","GRJ","4/18/2024 2:28:08 AM","B2","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46E16","Observation","GRJ - Lower Granite Dam Juvenile","4/18/2024","","","GRJ","4/18/2024 2:28:15 AM","11","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46E16","Observation","GRJ - Lower Granite Dam Juvenile","4/18/2024","","","GRJ","4/18/2024 2:28:15 AM","12","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46E16","Observation","GRJ - Lower Granite Dam Juvenile","4/18/2024","","","GRJ","4/18/2024 2:28:24 AM","81","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46E16","Observation","GRJ - Lower Granite Dam Juvenile","4/18/2024","","","GRJ","4/18/2024 2:28:24 AM","82","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46E17","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:38:30 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D46E18","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","CLWRSF - South Fork Clearwater River","4/12/2024","DWOR","1/4/2024 12:44:24 PM","NA","0","Steelhead","Hatchery Reared","CLWRSF","4/12/2024 7:00:00 AM","1"
"3DD.0078D46E18","Recovery","CRESIS - Crescent Island, Columbia River","8/21/2024","","","CRESIS","8/21/2024 11:00:00 AM","NA","0","Steelhead","Hatchery Reared","","","1"
